order_id,order_datetime,store_id,customer_id,order_channel,payment_method,order_status,subtotal,discount_total,vat_total,delivery_fee,total_amount
ORD000057,2025-04-16 08:08:21,ST003,CUST00230,In-store,Mobile Wallet,Completed,20.6,0.0,3.2,0.0,23.8
ORD000058,2025-06-17 00:47:55,ST005,CUST00199,In-store,Card,Completed,23.3,0.0,1.3,0.0,24.6
ORD000059,2025-07-06 19:58:53,ST004,CUST00307,In-store,Card,Cancelled,31.0,0.0,0.64,0.0,0.0
ORD000060,2025-07-16 23:45:31,ST002,CUST00433,In-store,Card,Completed,16.0,0.0,0.0,0.0,16.0
ORD000061,2025-07-15 16:53:43,ST003,CUST00322,In-store,Cash,Completed,16.6,0.0,3.32,0.0,19.92
ORD000062,2025-06-09 12:01:40,ST006,CUST00666,In-store,Card,Completed,26.1,2.13,0.24,0.0,24.21
ORD000063,2025-06-25 18:13:12,ST008,CUST00395,In-store,Mobile Wallet,Completed,31.75,0.0,3.7,0.0,35.45
ORD000064,2025-09-01 16:19:50,ST002,,Click & Collect,Cash,Completed,21.6,0.6,0.9,0.0,21.9
ORD000065,2025-12-15 15:04:44,ST007,CUST00012,In-store,Cash,Completed,6.0,0.0,0.0,0.0,6.0
ORD000066,2025-08-28 16:45:16,ST005,CUST00619,In-store,Card,Completed,26.0,0.0,4.08,0.0,30.08
ORD000067,2025-01-08 20:29:10,ST002,,In-store,Mobile Wallet,Completed,41.05,1.28,2.88,0.0,42.66
ORD000068,2025-05-10 14:43:29,ST002,CUST00124,Online,Card,Completed,23.8,0.0,1.04,3.49,28.33
ORD000069,2025-06-18 23:59:08,ST005,CUST00751,In-store,Cash,Completed,29.3,0.0,0.0,0.0,29.3
ORD000070,2025-11-07 21:30:52,ST002,CUST00648,In-store,Card,Completed,29.0,0.0,0.0,0.0,29.0
ORD000071,2025-11-26 08:33:45,ST005,,In-store,Card,Completed,39.1,0.0,2.88,0.0,41.98
ORD000072,2025-03-12 09:18:16,ST006,CUST00309,In-store,Card,Completed,37.2,0.0,3.6,0.0,40.8
ORD000073,2025-04-02 20:12:58,ST004,,In-store,Card,Completed,30.4,0.0,2.52,0.0,32.92
ORD000074,2025-09-12 10:05:32,ST003,CUST00687,In-store,Card,Completed,1.85,0.0,0.37,0.0,2.22
ORD000075,2025-06-16 12:58:01,ST002,CUST00025,In-store,Card,Completed,47.95,4.56,0.0,0.0,43.39
ORD000076,2025-10-26 18:25:53,ST006,,Click & Collect,Card,Completed,39.75,0.0,2.6,0.0,42.35
ORD000077,2025-11-03 01:36:21,ST003,CUST00334,Click & Collect,Card,Completed,36.45,0.0,3.32,0.0,39.77
ORD000078,2025-07-19 17:49:36,ST008,CUST00508,In-store,Card,Completed,25.0,0.0,2.54,0.0,27.54
ORD000079,2025-09-22 01:01:56,ST007,CUST00596,Online,Card,Completed,43.3,0.0,1.74,0.0,45.04
ORD000080,2025-12-03 15:49:14,ST002,CUST00661,In-store,Cash,Completed,33.6,0.0,0.72,0.0,34.32
ORD000081,2025-11-29 00:35:09,ST006,,In-store,Card,Completed,20.0,0.0,1.8,0.0,21.8
ORD000082,2025-01-29 23:51:06,ST008,CUST00381,In-store,Card,Completed,66.85,1.44,7.98,0.0,73.4
ORD000083,2025-04-21 12:00:15,ST007,CUST00217,Click & Collect,Cash,Completed,48.25,0.0,0.0,0.0,48.25
ORD000084,2025-06-07 08:27:20,ST002,CUST00532,In-store,Card,Completed,17.75,0.0,0.67,0.0,18.42
ORD000085,2025-05-26 23:53:27,ST008,CUST00437,In-store,Mobile Wallet,Completed,2.2,0.0,0.0,0.0,2.2
ORD000086,2025-01-07 19:42:31,ST002,,In-store,Card,Completed,37.05,0.17,3.71,0.0,40.59
ORD000087,2025-06-21 00:04:26,ST004,CUST00270,In-store,Card,Completed,16.6,0.0,3.32,0.0,19.92
ORD000088,2025-04-21 18:34:40,ST006,CUST00059,Online,Mobile Wallet,Completed,20.6,0.31,2.0,3.49,25.78
ORD000089,2025-12-11 04:52:35,ST008,CUST00232,In-store,Card,Cancelled,18.1,0.48,1.62,0.0,0.0
ORD000090,2025-09-07 08:07:48,ST003,CUST00061,In-store,Mobile Wallet,Completed,2.6,0.0,0.0,0.0,2.6
ORD000091,2025-04-23 00:58:28,ST008,CUST00401,In-store,Card,Completed,27.2,0.0,0.44,0.0,27.64
ORD000092,2025-03-20 01:05:52,ST005,CUST00629,In-store,Card,Completed,6.0,0.0,1.2,0.0,7.2
ORD000093,2025-04-19 05:49:23,ST007,,Click & Collect,Card,Completed,23.0,0.0,1.86,0.0,24.86
ORD000094,2025-10-03 05:46:31,ST007,CUST00166,Click & Collect,Card,Completed,4.7,0.0,0.0,0.0,4.7
ORD000095,2025-10-07 14:26:12,ST005,CUST00482,Online,Card,Completed,16.05,0.0,0.0,3.49,19.54
ORD000096,2025-12-05 03:08:27,ST003,,Online,Card,Completed,45.85,0.96,2.21,0.0,47.1
ORD000097,2025-01-16 17:37:26,ST007,CUST00399,In-store,Mobile Wallet,Completed,7.2,0.0,0.0,0.0,7.2
ORD000098,2025-04-25 18:10:13,ST008,CUST00403,Online,Card,Completed,55.15,0.0,0.36,0.0,55.51
ORD000099,2025-02-16 02:28:22,ST002,CUST00100,In-store,Card,Completed,45.9,0.0,2.4,0.0,48.3
ORD000100,2025-12-09 15:25:59,ST005,CUST00453,In-store,Cash,Completed,18.2,0.0,3.2,0.0,21.4
ORD000101,2025-04-27 13:33:41,ST007,CUST00517,Click & Collect,Card,Completed,3.8,0.0,0.0,0.0,3.8
ORD000102,2025-06-09 04:27:38,ST007,CUST00465,In-store,Card,Completed,19.75,0.69,0.68,0.0,19.74
ORD000103,2025-05-12 06:57:09,ST001,CUST00636,In-store,Card,Completed,37.0,0.0,1.8,0.0,38.8
ORD000104,2025-09-08 05:56:26,ST004,CUST00298,Online,Card,Completed,14.7,0.0,0.37,3.49,18.56
ORD000105,2025-05-01 20:19:30,ST003,CUST00532,In-store,Card,Completed,35.1,0.0,0.96,0.0,36.06
ORD000106,2025-03-05 09:21:49,ST005,,In-store,Card,Completed,40.7,0.0,2.58,0.0,43.28
ORD000107,2025-08-30 11:19:39,ST001,,In-store,Mobile Wallet,Completed,17.0,0.0,2.64,0.0,19.64
ORD000108,2025-01-28 08:45:53,ST008,CUST00701,In-store,Card,Completed,19.7,0.0,1.86,0.0,21.56
ORD000109,2025-10-14 03:21:03,ST004,,Online,Card,Completed,9.8,0.0,0.0,3.49,13.29
ORD000110,2025-09-01 16:34:48,ST008,CUST00723,In-store,Card,Completed,8.8,0.3,0.78,0.0,9.28
ORD000111,2025-05-22 12:14:57,ST008,CUST00603,In-store,Cash,Completed,12.1,0.0,1.82,0.0,13.92
ORD000112,2025-07-13 14:50:52,ST005,CUST00433,In-store,Card,Completed,3.2,0.0,0.0,0.0,3.2
ORD000113,2025-06-26 15:10:37,ST006,,In-store,Card,Completed,22.7,0.0,2.22,0.0,24.92
ORD000114,2025-11-03 09:59:05,ST002,CUST00091,In-store,Card,Completed,10.9,0.0,1.0,0.0,11.9
ORD000115,2025-04-30 13:37:03,ST007,,Online,Card,Completed,11.7,0.0,0.78,3.49,15.97
ORD000116,2025-05-31 05:58:51,ST006,CUST00392,In-store,Mobile Wallet,Completed,62.15,0.0,1.8,0.0,63.95
ORD000117,2025-03-11 19:36:20,ST007,,Online,Card,Completed,32.25,0.0,2.08,3.49,37.82
ORD000118,2025-09-18 21:10:51,ST005,CUST00346,Online,Mobile Wallet,Completed,39.6,0.0,0.0,3.49,43.09
ORD000119,2025-04-15 22:18:57,ST004,CUST00558,In-store,Cash,Completed,47.05,1.56,3.22,0.0,48.71
ORD000120,2025-10-19 10:05:20,ST006,CUST00259,In-store,Cash,Completed,24.2,0.0,4.36,0.0,28.56
ORD000121,2025-02-21 04:55:42,ST007,,In-store,Mobile Wallet,Completed,31.2,0.0,1.44,0.0,32.64
ORD000122,2025-10-05 05:50:30,ST007,CUST00457,In-store,Card,Completed,33.5,0.0,2.26,0.0,35.76
ORD000123,2025-03-09 13:05:02,ST004,CUST00218,In-store,Card,Completed,13.4,0.0,0.76,0.0,14.16
ORD000124,2025-12-22 00:10:09,ST002,,In-store,Cash,Completed,1.2,0.0,0.0,0.0,1.2
ORD000125,2025-06-06 20:17:20,ST001,CUST00109,In-store,Card,Completed,24.15,0.0,0.0,0.0,24.15
ORD000126,2025-07-04 14:52:40,ST001,CUST00524,In-store,Card,Completed,81.05,1.24,8.9,0.0,88.71
ORD000127,2025-02-23 22:30:20,ST002,CUST00141,In-store,Card,Completed,74.7,0.67,5.44,0.0,79.47
ORD000128,2025-07-23 15:16:52,ST007,CUST00673,In-store,Card,Completed,11.2,0.0,0.0,0.0,11.2
ORD000129,2025-08-30 15:08:59,ST004,CUST00274,In-store,Card,Completed,21.1,0.0,1.9,0.0,23.0
ORD000130,2025-10-03 19:12:04,ST006,CUST00177,In-store,Card,Cancelled,15.15,0.0,1.79,0.0,0.0
ORD000131,2025-08-23 23:23:14,ST002,CUST00346,In-store,Card,Completed,24.8,0.0,2.16,0.0,26.96
ORD000132,2025-08-08 22:39:58,ST006,CUST00052,In-store,Card,Completed,26.0,0.0,1.8,0.0,27.8
ORD000133,2025-12-17 18:49:32,ST002,,In-store,Card,Completed,70.65,0.0,1.04,0.0,71.69
ORD000134,2025-05-28 11:59:00,ST001,CUST00670,In-store,Mobile Wallet,Completed,20.65,0.0,1.92,0.0,22.57
ORD000135,2025-04-14 08:31:46,ST005,CUST00231,In-store,Card,Completed,9.8,0.14,0.0,0.0,9.66
ORD000136,2025-01-07 00:33:15,ST005,CUST00027,In-store,Gift Card,Completed,0.9,0.0,0.18,0.0,1.08
ORD000137,2025-02-09 16:12:52,ST005,CUST00058,In-store,Card,Completed,13.6,0.0,0.0,0.0,13.6
ORD000138,2025-05-07 13:00:20,ST003,CUST00524,Online,Card,Refunded,6.3,0.0,1.26,3.49,11.05
ORD000139,2025-11-30 10:54:58,ST008,CUST00454,In-store,Cash,Cancelled,18.2,0.0,0.44,0.0,0.0
ORD000140,2025-08-19 09:11:55,ST004,CUST00397,In-store,Card,Completed,20.15,0.0,0.6,0.0,20.75
ORD000141,2025-05-09 06:13:02,ST003,,Online,Card,Completed,27.4,0.0,1.08,3.49,31.97
ORD000142,2025-03-17 07:58:53,ST003,CUST00136,In-store,Gift Card,Completed,26.0,0.0,1.52,0.0,27.52
ORD000143,2025-10-26 08:51:00,ST006,CUST00157,Online,Card,Completed,31.25,0.0,2.96,3.49,37.7
ORD000144,2025-02-09 00:30:18,ST008,,Click & Collect,Card,Completed,39.4,0.0,1.26,0.0,40.66
ORD000145,2025-05-27 16:49:31,ST001,CUST00607,In-store,Card,Completed,35.7,0.0,4.94,0.0,40.64
ORD000146,2025-05-05 03:33:40,ST004,CUST00228,Online,Cash,Completed,11.4,0.0,0.3,3.49,15.19
ORD000147,2025-02-01 23:00:15,ST006,CUST00562,In-store,Cash,Completed,19.3,0.0,3.62,0.0,22.92
ORD000148,2025-12-29 02:44:31,ST001,CUST00697,In-store,Card,Completed,16.8,0.0,0.94,0.0,17.74
ORD000149,2025-02-06 05:12:05,ST005,,Online,Mobile Wallet,Completed,15.0,0.0,1.3,3.49,19.79
ORD000150,2025-11-10 19:40:48,ST008,CUST00399,In-store,Card,Completed,16.3,0.0,1.3,0.0,17.6
ORD000151,2025-04-19 08:14:14,ST005,CUST00477,Online,Mobile Wallet,Completed,26.55,0.0,2.08,3.49,32.12
ORD000152,2025-08-21 05:17:28,ST006,CUST00330,In-store,Cash,Completed,24.6,0.0,0.0,0.0,24.6
ORD000153,2025-07-07 01:40:40,ST001,,In-store,Cash,Completed,25.2,2.16,0.48,0.0,23.52
ORD000154,2025-09-07 22:09:23,ST007,CUST00577,In-store,Card,Completed,22.95,0.6,2.12,0.0,24.47
ORD000155,2025-11-05 02:00:44,ST002,CUST00569,In-store,Card,Cancelled,1.7,0.0,0.0,0.0,0.0
ORD000156,2025-11-30 21:42:17,ST006,,Online,Mobile Wallet,Completed,5.1,0.0,0.0,3.49,8.59
ORD000157,2025-12-14 22:11:15,ST002,CUST00027,Click & Collect,Card,Completed,20.4,0.48,1.7,0.0,21.62
ORD000158,2025-02-08 20:14:41,ST003,CUST00569,In-store,Card,Completed,8.6,0.0,1.04,0.0,9.64
ORD000159,2025-10-27 17:10:08,ST003,,In-store,Card,Completed,24.5,0.0,0.74,0.0,25.24
ORD000160,2025-02-18 18:13:39,ST002,CUST00601,Online,Mobile Wallet,Completed,39.1,0.0,2.2,3.49,44.79
ORD000161,2025-09-29 10:25:16,ST002,CUST00625,In-store,Card,Completed,29.7,0.0,1.26,0.0,30.96
ORD000162,2025-09-05 12:56:07,ST008,CUST00642,Online,Card,Completed,18.95,1.5,1.2,3.49,22.14
ORD000163,2025-09-04 11:22:31,ST001,CUST00009,In-store,Card,Completed,17.0,0.0,0.0,0.0,17.0
ORD000164,2025-08-04 02:12:40,ST008,CUST00729,In-store,Card,Completed,56.0,0.96,4.78,0.0,59.82
ORD000165,2025-02-04 07:47:20,ST008,,In-store,Mobile Wallet,Completed,37.85,0.0,3.2,0.0,41.05
ORD000166,2025-06-06 05:05:03,ST008,CUST00099,In-store,Card,Completed,11.95,0.0,0.54,0.0,12.49
ORD000167,2025-11-25 05:23:18,ST005,CUST00781,In-store,Card,Completed,13.0,0.0,0.6,0.0,13.6
ORD000168,2025-08-15 19:37:27,ST007,CUST00724,In-store,Card,Completed,11.3,0.0,0.18,0.0,11.48
ORD000169,2025-05-14 11:04:45,ST007,CUST00109,In-store,Card,Completed,21.25,0.0,1.7,0.0,22.95
ORD000170,2025-03-16 02:05:52,ST003,CUST00452,In-store,Card,Refunded,11.4,0.0,0.0,0.0,11.4
ORD000171,2025-02-19 22:47:28,ST008,,Online,Card,Completed,36.85,1.8,3.2,3.49,41.74
ORD000172,2025-07-21 18:44:37,ST003,,In-store,Card,Completed,47.7,0.92,3.48,0.0,50.26
ORD000173,2025-09-10 03:07:06,ST002,CUST00620,Online,Card,Completed,20.9,0.6,0.24,3.49,24.03
ORD000174,2025-11-13 02:47:21,ST004,CUST00190,In-store,Card,Completed,40.35,0.0,0.96,0.0,41.31
ORD000175,2025-06-29 06:56:55,ST007,,Online,Card,Completed,22.95,0.0,1.92,3.49,28.36
ORD000176,2025-03-31 10:32:59,ST001,CUST00519,Online,Mobile Wallet,Completed,27.0,0.0,2.6,3.49,33.09
ORD000177,2025-11-10 19:55:20,ST002,CUST00379,In-store,Card,Completed,32.6,0.0,2.56,0.0,35.16
ORD000178,2025-08-26 01:41:27,ST005,CUST00245,In-store,Card,Completed,13.95,0.0,0.0,0.0,13.95
ORD000179,2025-11-07 00:37:43,ST002,CUST00175,In-store,Card,Refunded,13.6,0.0,1.06,0.0,14.66
ORD000180,2025-11-04 23:24:25,ST007,,Click & Collect,Mobile Wallet,Completed,72.7,0.0,0.36,0.0,73.06
ORD000181,2025-03-17 03:41:08,ST006,CUST00431,In-store,Card,Completed,25.4,0.0,1.6,0.0,27.0
ORD000182,2025-03-12 02:13:36,ST005,,Online,Mobile Wallet,Completed,18.2,0.0,2.56,3.49,24.25
ORD000183,2025-06-23 10:53:43,ST008,CUST00759,Click & Collect,Mobile Wallet,Completed,7.1,0.0,1.04,0.0,8.14
ORD000184,2025-10-27 10:37:46,ST008,,In-store,Mobile Wallet,Completed,45.0,0.0,6.5,0.0,51.5
ORD000185,2025-05-04 14:19:44,ST008,CUST00455,Click & Collect,Card,Completed,22.3,0.0,0.36,0.0,22.66
ORD000186,2025-04-21 11:04:42,ST008,CUST00280,In-store,Card,Completed,21.75,0.0,3.71,0.0,25.46
ORD000187,2025-03-23 03:02:58,ST001,,Click & Collect,Card,Completed,5.5,0.0,0.0,0.0,5.5
ORD000188,2025-11-08 13:33:27,ST008,,In-store,Card,Completed,20.6,0.0,0.0,0.0,20.6
ORD000189,2025-07-13 13:23:12,ST002,CUST00447,In-store,Mobile Wallet,Completed,38.3,0.0,0.0,0.0,38.3
ORD000190,2025-07-13 11:36:43,ST008,,In-store,Card,Completed,30.0,0.0,2.42,0.0,32.42
ORD000191,2025-10-04 09:24:05,ST007,CUST00418,In-store,Card,Completed,3.8,0.0,0.0,0.0,3.8
ORD000192,2025-01-04 05:22:07,ST005,CUST00725,In-store,Card,Completed,6.4,0.0,0.0,0.0,6.4
ORD000193,2025-09-19 07:06:24,ST006,CUST00481,In-store,Card,Completed,20.25,0.0,1.8,0.0,22.05
ORD000194,2025-08-26 12:41:31,ST001,CUST00451,In-store,Card,Completed,23.0,0.83,2.08,0.0,24.25
ORD000195,2025-04-27 19:14:05,ST003,CUST00214,Click & Collect,Card,Completed,45.75,0.0,6.56,0.0,52.31
ORD000196,2025-12-29 02:24:11,ST004,,In-store,Card,Completed,3.2,0.0,0.64,0.0,3.84
ORD000197,2025-08-09 23:31:13,ST004,CUST00750,In-store,Card,Completed,15.5,0.0,0.0,0.0,15.5
ORD000198,2025-09-06 20:42:22,ST005,CUST00291,In-store,Card,Completed,39.4,0.0,2.6,0.0,42.0
ORD000199,2025-05-06 16:16:57,ST002,CUST00306,Click & Collect,Card,Completed,1.2,0.0,0.24,0.0,1.44
ORD000200,2025-07-23 01:16:55,ST001,CUST00612,In-store,Card,Completed,52.3,2.48,0.61,0.0,50.43
ORD000201,2025-01-07 04:09:23,ST007,CUST00180,In-store,Gift Card,Completed,17.6,0.0,0.64,0.0,18.24
ORD000202,2025-10-20 09:51:06,ST007,CUST00014,In-store,Cash,Completed,13.2,0.0,0.34,0.0,13.54
ORD000203,2025-02-05 00:31:25,ST007,CUST00692,Online,Card,Completed,68.2,0.0,4.22,0.0,72.42
ORD000204,2025-08-15 05:00:59,ST005,CUST00338,In-store,Card,Completed,36.85,0.0,2.08,0.0,38.93
ORD000205,2025-11-08 20:46:51,ST004,CUST00073,In-store,Mobile Wallet,Completed,23.25,0.0,2.6,0.0,25.85
ORD000206,2025-02-16 14:01:30,ST006,,Online,Cash,Completed,28.8,0.0,0.0,3.49,32.29
ORD000207,2025-01-13 01:51:48,ST005,CUST00399,In-store,Mobile Wallet,Completed,33.0,2.13,1.04,0.0,31.91
ORD000208,2025-02-05 02:05:50,ST001,CUST00195,Online,Card,Completed,9.3,0.0,0.0,3.49,12.79
ORD000209,2025-03-11 05:28:07,ST005,CUST00164,Online,Card,Completed,4.3,0.0,0.52,3.49,8.31
ORD000210,2025-05-31 07:24:27,ST006,CUST00574,In-store,Mobile Wallet,Completed,29.1,0.0,2.88,0.0,31.98
ORD000211,2025-09-08 18:46:40,ST004,CUST00003,In-store,Card,Completed,19.5,0.0,3.9,0.0,23.4
ORD000212,2025-06-08 06:55:59,ST005,CUST00080,Online,Card,Cancelled,20.55,0.0,3.96,3.49,0.0
ORD000213,2025-05-07 14:56:01,ST005,CUST00494,In-store,Card,Completed,71.8,0.0,7.08,0.0,78.88
ORD000214,2025-06-28 01:13:03,ST006,CUST00026,In-store,Mobile Wallet,Completed,21.0,0.0,0.0,0.0,21.0
ORD000215,2025-04-01 03:06:53,ST002,CUST00750,In-store,Cash,Completed,47.8,0.0,3.16,0.0,50.96
ORD000216,2025-05-09 21:44:49,ST001,,Click & Collect,Card,Completed,21.9,0.0,3.9,0.0,25.8
ORD000217,2025-12-30 06:54:58,ST005,CUST00746,Click & Collect,Mobile Wallet,Completed,10.5,0.0,0.3,0.0,10.8
ORD000218,2025-04-18 12:28:34,ST008,CUST00551,In-store,Card,Completed,26.35,0.0,0.36,0.0,26.71
ORD000219,2025-10-03 17:38:58,ST006,CUST00602,In-store,Card,Completed,15.75,0.0,0.36,0.0,16.11
ORD000220,2025-02-27 15:10:09,ST002,CUST00113,Online,Card,Completed,35.3,0.0,0.4,3.49,39.19
ORD000221,2025-04-25 21:47:10,ST001,CUST00473,Online,Card,Completed,7.2,0.0,1.44,3.49,12.13
ORD000222,2025-03-14 05:34:52,ST001,,In-store,Mobile Wallet,Completed,3.7,0.0,0.0,0.0,3.7
ORD000223,2025-02-24 23:55:17,ST003,CUST00718,Online,Card,Completed,15.6,0.0,2.56,3.49,21.65
ORD000224,2025-12-22 02:41:57,ST008,CUST00008,Online,Card,Completed,10.15,0.0,0.36,3.49,14.0
ORD000225,2025-09-19 16:23:34,ST001,,In-store,Card,Completed,8.7,0.0,0.34,0.0,9.04
ORD000226,2025-06-27 10:00:01,ST005,CUST00310,In-store,Cash,Completed,13.85,0.0,2.6,0.0,16.45
ORD000227,2025-01-07 05:18:16,ST005,CUST00483,In-store,Card,Completed,26.9,0.0,0.48,0.0,27.38
ORD000228,2025-07-10 02:18:32,ST002,CUST00263,Click & Collect,Card,Completed,39.0,0.0,5.24,0.0,44.24
ORD000229,2025-07-11 18:07:02,ST006,CUST00235,In-store,Card,Completed,8.15,0.48,0.0,0.0,7.67
ORD000230,2025-03-06 17:07:37,ST007,CUST00261,In-store,Mobile Wallet,Completed,40.1,0.0,5.58,0.0,45.68
